Segmental outgrowth-lipomatosis-arteriovenous malformation-epidermal nevus syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
7	REAC	REAC:R-HSA-1640170	Cell Cycle	4.45008644465789e-39	True	Cell Cycle	676	97	56	10022	0.5773195876288659	0.0828402366863905	query_1	['REAC:0000000']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MDM2', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'TERF2IP', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'POT1', 'DAXX', 'RPA1', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'PRIM2', 'EXO1', 'BRCA1', 'CDK2', 'POLA2', 'POLD1', 'BARD1', 'WRN', 'MDM4', 'RMI2', 'POLE2', 'RMI1', 'TP53', 'POLE', 'POLD2', 'RNF8']
8	REAC	REAC:R-HSA-9709570	Impaired BRCA2 binding to RAD51	9.533609940423643e-38	True	Impaired BRCA2 binding to RAD51	35	97	23	10022	0.2371134020618556	0.6571428571428571	query_1	['REAC:R-HSA-9701190']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'RAD50', 'RPA2', 'BRCA2', 'RAD1', 'RPA3', 'RPA1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
13	GO:BP	GO:0006139	nucleobase-containing compound metabolic process	3.109948002515804e-37	True	"""Any cellular metabolic process involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:ai]"	5215	100	95	15719	0.95	0.0182166826462128	query_1	['GO:0006725', 'GO:0034641', 'GO:0044238', 'GO:0046483', 'GO:1901360']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'TNKS2', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'USP2', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'TNKS', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
14	GO:BP	GO:0006950	response to stress	3.420724577680966e-37	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	3764	100	86	15719	0.86	0.0228480340063761	query_1	['GO:0050896']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'BRCA2', 'POLA1', 'RAD1', 'PCNA', 'RPA3', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'HUS1B', 'EXO1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
4	GO:CC	GO:0098687	chromosomal region	3.670420944112094e-37	True	"""Any subdivision of a chromosome along its length."" [GOC:dos]"	393	100	40	16420	0.4	0.1017811704834605	query_1	['GO:0005694', 'GO:0110165']	['ACD', 'RPA4', 'NBN', 'MSH2', 'ATRX', 'TP53BP1', 'RAD50', 'TERF2', 'XRCC6', 'TERF2IP', 'LIG4', 'FEN1', 'H2AX', 'RPA2', 'TERF1', 'TINF2', 'BRCA2', 'PCNA', 'TNKS2', 'POT1', 'PARP1', 'DAXX', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'DCLRE1B', 'APEX1', 'CDK2', 'PRKDC', 'XRCC1', 'POLD1', 'WRN', 'TNKS', 'RNF8']
15	GO:BP	GO:0046483	heterocycle metabolic process	4.2637198204055286e-36	True	"""The chemical reactions and pathways involving heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198506732]"	5371	100	95	15719	0.95	0.0176875814559672	query_1	['GO:0044237']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'TNKS2', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'USP2', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'TNKS', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
9	REAC	REAC:R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	7.510529076905384e-36	True	Telomere C-strand (Lagging Strand) Synthesis	34	97	22	10022	0.2268041237113402	0.6470588235294118	query_1	['REAC:R-HSA-180786']	['ACD', 'POLD3', 'TERF2', 'TERF2IP', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'TERF1', 'TINF2', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'POT1', 'RPA1', 'BLM', 'PRIM2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
10	REAC	REAC:R-HSA-5693616	Presynaptic phase of homologous DNA pairing and strand exchange	8.004130219594736e-36	True	Presynaptic phase of homologous DNA pairing and strand exchange	40	97	23	10022	0.2371134020618556	0.575	query_1	['REAC:R-HSA-5693579']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'RAD50', 'RPA2', 'BRCA2', 'RAD1', 'RPA3', 'RPA1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
16	GO:BP	GO:0006725	cellular aromatic compound metabolic process	8.298041516285489e-36	True	"""The chemical reactions and pathways involving aromatic compounds, any organic compound characterized by one or more planar rings, each of which contains conjugated double bonds and delocalized pi electrons, as carried out by individual cells."" [GOC:ai, ISBN:0198506732]"	5413	100	95	15719	0.95	0.0175503417698134	query_1	['GO:0044237']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'TNKS2', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'USP2', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'TNKS', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
12	REAC	REAC:R-HSA-9675136	Diseases of DNA Double-Strand Break Repair	1.5317195882631722e-35	True	Diseases of DNA Double-Strand Break Repair	41	97	23	10022	0.2371134020618556	0.5609756097560976	query_1	['REAC:R-HSA-9675135']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'RAD50', 'RPA2', 'BRCA2', 'RAD1', 'RPA3', 'RPA1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
11	REAC	REAC:R-HSA-9701190	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	1.5317195882631722e-35	True	Defective homologous recombination repair (HRR) due to BRCA2 loss of function	41	97	23	10022	0.2371134020618556	0.5609756097560976	query_1	['REAC:R-HSA-9675136']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'RAD50', 'RPA2', 'BRCA2', 'RAD1', 'RPA3', 'RPA1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
5	GO:CC	GO:0000228	nuclear chromosome	2.540026430105694e-35	True	"""A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."" [GOC:dph, GOC:mah]"	228	100	33	16420	0.33	0.1447368421052631	query_1	['GO:0005694', 'GO:0031981']	['HUS1', 'RPA4', 'RAD9B', 'XPA', 'ATRX', 'POLD3', 'RAD50', 'TERF2IP', 'MLH1', 'POLD4', 'H2AX', 'RPA2', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'BLM', 'RAD9A', 'POLE3', 'RAD51', 'PRIM2', 'HUS1B', 'BRCA1', 'POLA2', 'POLD1', 'POLE2', 'POLE', 'POLD2']
7	GO:CC	GO:0070013	intracellular organelle lumen	3.0607090951353027e-35	True	"""An organelle lumen that is part of an intracellular organelle."" [GOC:mah]"	5424	100	93	16420	0.93	0.017146017699115	query_1	['GO:0043229', 'GO:0043233']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'RNF146', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'USP2', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'TNKS', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
8	GO:CC	GO:0043233	organelle lumen	3.0607090951353027e-35	True	"""The internal volume enclosed by the membranes of a particular organelle; includes the volume enclosed by a single organelle membrane, e.g. endoplasmic reticulum lumen, or the volume enclosed by the innermost of the two lipid bilayers of an organelle envelope, e.g. nuclear lumen."" [GOC:jl, GOC:mah]"	5424	100	93	16420	0.93	0.017146017699115	query_1	['GO:0031974', 'GO:0043226']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'RNF146', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'USP2', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'TNKS', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
6	GO:CC	GO:0031974	membrane-enclosed lumen	3.0607090951353027e-35	True	"""The enclosed volume within a sealed membrane or between two sealed membranes. Encompasses the volume enclosed by the membranes of a particular organelle, e.g. endoplasmic reticulum lumen, or the space between the two lipid bilayers of a double membrane surrounding an organelle, e.g. nuclear envelope lumen."" [GOC:add, GOC:mah]"	5424	100	93	16420	0.93	0.017146017699115	query_1	['GO:0110165']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'RNF146', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'USP2', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'TNKS', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
13	REAC	REAC:R-HSA-174414	Processive synthesis on the C-strand of the telomere	5.583684283863866e-35	True	Processive synthesis on the C-strand of the telomere	19	97	18	10022	0.1855670103092783	0.9473684210526316	query_1	['REAC:R-HSA-174417']	['ACD', 'POLD3', 'TERF2', 'TERF2IP', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'TERF1', 'TINF2', 'PCNA', 'RPA3', 'POT1', 'RPA1', 'BLM', 'POLD1', 'WRN', 'POLD2']
14	REAC	REAC:R-HSA-5693579	Homologous DNA Pairing and Strand Exchange	6.219759655729482e-35	True	Homologous DNA Pairing and Strand Exchange	43	97	23	10022	0.2371134020618556	0.5348837209302325	query_1	['REAC:R-HSA-5685942']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'RAD50', 'RPA2', 'BRCA2', 'RAD1', 'RPA3', 'RPA1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'BARD1', 'WRN', 'RMI2', 'RMI1']
15	REAC	REAC:R-HSA-73884	Base Excision Repair	6.625668865411719e-35	True	Base Excision Repair	88	97	28	10022	0.2886597938144329	0.3181818181818182	query_1	['REAC:R-HSA-73894']	['ACD', 'POLD3', 'TERF2', 'LIG3', 'TERF2IP', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'PCNA', 'RPA3', 'POT1', 'PARP1', 'RPA1', 'POLE3', 'APEX1', 'XRCC1', 'POLD1', 'POLB', 'POLE2', 'PNKP', 'NEIL1', 'POLE', 'POLD2']
9	GO:CC	GO:0140513	nuclear protein-containing complex	7.863780524041179e-35	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]"	1270	100	56	16420	0.56	0.0440944881889763	query_1	['GO:0005634', 'GO:0032991']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'POLD3', 'RAD50', 'TERF2', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'RPA2', 'MSH3', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'POT1', 'PMS2', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'ERCC4', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'PRIM2', 'HUS1B', 'BRCA1', 'PRKDC', 'POLA2', 'XRCC1', 'POLD1', 'BARD1', 'TNKS', 'POLE2', 'POLE', 'POLD2', 'MSH6']
17	GO:BP	GO:1901360	organic cyclic compound metabolic process	3.4241330650266884e-34	True	"""The chemical reactions and pathways involving organic cyclic compound."" [GOC:TermGenie]"	5637	100	95	15719	0.95	0.0168529359588433	query_1	['GO:0071704']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'TNKS2', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'USP2', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'TNKS', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
10	GO:CC	GO:0005634	nucleus	2.398467091512688e-33	True	"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]"	7181	100	99	16420	0.99	0.0137863807269182	query_1	['GO:0043231']	['USP34', 'RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'RNF146', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'OTUD3', 'PCNA', 'RPA3', 'TNKS2', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'TMPO', 'PRIM2', 'HUS1B', 'EXO1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'USP2', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'TNKS', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
18	GO:BP	GO:0034641	cellular nitrogen compound metabolic process	2.747067713645437e-33	True	"""The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."" [GOC:mah]"	5768	100	95	15719	0.95	0.0164701803051317	query_1	['GO:0006807', 'GO:0044237']	['RBBP8', 'HUS1', 'ACD', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'TP53BP1', 'POLD3', 'RAD50', 'TERF2', 'FANCI', 'RAD52', 'PTEN', 'LIG3', 'XRCC6', 'HLTF', 'TERF2IP', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'TERF1', 'POLE4', 'TINF2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'RPA3', 'TNKS2', 'CHD1L', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'USP7', 'DCLRE1B', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'USP2', 'POLD1', 'BARD1', 'POLB', 'WRN', 'MDM4', 'RMI2', 'TNKS', 'POLE2', 'RMI1', 'TRIM27', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
16	REAC	REAC:R-HSA-73933	Resolution of Abasic Sites (AP sites)	5.769888552280118e-33	True	Resolution of Abasic Sites (AP sites)	36	97	21	10022	0.2164948453608247	0.5833333333333334	query_1	['REAC:R-HSA-73884']	['POLD3', 'LIG3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'POLE3', 'APEX1', 'XRCC1', 'POLD1', 'POLB', 'POLE2', 'PNKP', 'NEIL1', 'POLE', 'POLD2']
17	REAC	REAC:R-HSA-180786	Extension of Telomeres	1.0029898149361941e-32	True	Extension of Telomeres	51	97	23	10022	0.2371134020618556	0.4509803921568627	query_1	['REAC:R-HSA-157579']	['ACD', 'POLD3', 'TERF2', 'TERF2IP', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'TERF1', 'TINF2', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'POT1', 'RPA1', 'BLM', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
19	GO:BP	GO:0010212	response to ionizing radiation	1.551654004506095e-32	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]"	143	100	28	15719	0.28	0.1958041958041958	query_1	['GO:0009314']	['HUS1', 'RAD9B', 'MDM2', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'BARD1', 'POLB', 'WRN', 'TP53', 'RNF8']
20	GO:BP	GO:0000725	recombinational repair	7.299095687112761e-32	True	"""A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."" [GOC:elh]"	171	100	29	15719	0.29	0.1695906432748538	query_1	['GO:0006281', 'GO:0006310']	['RBBP8', 'HUS1', 'RPA4', 'NBN', 'TP53BP1', 'RAD52', 'LIG3', 'XRCC6', 'TERF2IP', 'FEN1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'PARP1', 'XRCC5', 'RPA1', 'ERCC4', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'BRCA1', 'XRCC1', 'WRN', 'RMI2', 'RMI1']
